dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2020-12-04 10:30:00,5,3417.97,10.17,59.63,80.82,34.33,535.45,579.18,20.52
2020-12-04 11:30:00,5,3391.27,5.76,54.84,158.79,41.01,564.28,608.49,22.04
2020-12-04 12:30:00,5,1268.39,0.8,12.51,246.05,75.34,292.66,307.09,3.01
2020-12-04 13:30:00,5,961.3,0.41,6.68,234.6,59.61,224.51,235.32,3.33
2020-12-04 14:30:00,5,867.84,0.31,6.08,226.02,54.36,204.5,214.48,3.48
2020-12-04 15:30:00,5,1108.17,0.87,21.94,173.09,47.68,214.55,229.85,13.81
2020-12-04 16:30:00,5,1562.12,0.76,45.24,110.15,40.53,238.46,263.05,27.11
2020-12-04 17:30:00,5,1976.01,0.07,65.12,63.66,40.05,264.8,298.24,41.04
2020-12-04 18:30:00,5,2349.85,0.01,82.25,33.98,47.21,294.15,336.43,61.3
2020-12-04 19:30:00,5,2643.59,0.22,90.48,16.81,52.93,326.83,377.03,81.06
2020-12-04 20:30:00,5,2857.21,1.09,90.48,7.24,53.88,358.77,414.09,93.22
2020-12-04 21:30:00,5,2910.61,1.87,87.05,4.2,47.68,378.71,434.95,93.22
2020-12-04 22:30:00,5,2883.91,1.79,82.25,4.25,38.62,390.37,445.21,81.06
2020-12-04 23:30:00,5,2723.69,0.89,75.4,6.97,27.9,391.16,440.87,61.81
2020-12-05 00:30:00,5,2483.37,0.19,65.12,11.98,17.64,382.77,425.02,40.53
2020-12-05 01:30:00,5,2269.75,0.04,52.09,15.91,10.73,376.09,412.28,28.37
2020-12-05 02:30:00,5,2109.53,0.04,41.13,16.27,7.21,371.18,403.63,23.56
2020-12-05 03:30:00,5,2002.72,0.06,34.27,15.02,6.02,368.58,397.99,22.55
2020-12-05 04:30:00,5,1949.31,0.06,30.5,15.56,6.14,367.47,394.32,22.55
2020-12-05 05:30:00,5,1895.9,0.05,28.45,17.88,6.8,365.98,390.73,22.8
2020-12-05 06:30:00,5,1895.9,0.11,29.13,18.42,7.99,367.62,392.13,21.79
2020-12-05 07:30:00,5,2082.82,1.22,36.33,10.1,10.01,379.24,407.7,18.49
2020-12-05 08:30:00,5,2296.45,7.26,39.07,12.52,11.92,390.47,423.35,15.96
2020-12-05 09:30:00,5,1762.39,2.85,28.45,77.25,14.31,339.45,363.74,12.67
2020-12-05 10:30:00,5,1615.52,2.82,21.94,103,14.66,330.06,353.64,15.58
2020-12-05 11:30:00,5,1562.12,2.1,18.34,137.33,15.97,334.9,357.79,17.23
