,dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,CO
,2024-03-21 00:00:00,3.0,,,8.48,53.64,7.87,45.78,,2.28,393.87
,2024-03-21 01:00:00,3.0,,,11.31,51.5,8.7,43.08,,1.92,417.23
,2024-03-21 02:00:00,3.0,,,17.65,47.21,10.01,39.53,,2.25,494.0
,2024-03-21 03:00:00,3.0,,,19.19,47.21,10.73,34.63,,2.72,540.73
,2024-03-21 04:00:00,3.0,,,12.0,70.81,9.54,26.13,,1.69,440.6
,2024-03-21 05:00:00,2.0,,,8.48,87.98,8.82,19.95,,1.52,390.53
,2024-03-21 06:00:00,3.0,,,6.68,103.0,8.34,16.64,,1.63,373.84
,2024-03-21 07:00:00,3.0,,,5.4,121.59,7.87,19.38,,1.06,363.83
,2024-03-21 08:00:00,3.0,,,5.57,130.18,7.45,21.43,,0.9,367.16
,2024-03-21 09:00:00,3.0,,,6.08,128.75,7.03,21.69,,1.09,370.5
,2024-03-21 10:00:00,3.0,,,7.63,125.89,7.21,23.16,,1.33,383.85
,2024-03-21 11:00:00,3.0,,,10.71,118.73,7.99,24.76,,1.65,417.23
,2024-03-21 12:00:00,3.0,,,14.91,107.29,8.34,24.74,,1.98,453.95
,2024-03-21 13:00:00,2.0,,,16.79,94.41,8.34,23.19,,2.44,473.98
,2024-03-21 14:00:00,2.0,,,15.42,87.98,8.11,21.14,,3.07,467.3
,2024-03-21 15:00:00,2.0,,,13.71,85.83,7.45,21.31,,3.45,447.27
,2024-03-21 16:00:00,2.0,,,11.65,89.41,7.09,23.22,,3.55,433.92
,2024-03-21 17:00:00,3.0,,,11.48,94.41,7.75,28.53,,3.8,447.27
,2024-03-21 18:00:00,3.0,,,10.71,101.57,7.99,32.68,,3.67,440.6
,2024-03-21 19:00:00,3.0,,,9.0,110.15,7.99,33.98,,3.58,433.92
,2024-03-21 20:00:00,3.0,,,7.63,100.14,7.57,32.58,,3.77,420.57
,2024-03-21 21:00:00,3.0,,,7.03,77.25,6.74,28.26,,3.39,407.22
,2024-03-21 22:00:00,2.0,,,7.45,53.64,6.62,23.21,,2.98,400.54
,2024-03-21 23:00:00,2.0,,,8.23,37.55,7.15,17.96,,2.82,397.21
,2024-03-22 00:00:00,2.0,,,9.51,28.97,7.87,13.92,,2.63,403.88
,2024-03-22 01:00:00,2.0,,,12.17,33.97,8.23,12.63,,2.47,433.92
,2024-03-22 02:00:00,2.0,,,19.36,40.05,9.78,14.65,,2.79,527.38
,2024-03-22 03:00:00,2.0,,,22.28,50.07,11.68,16.72,,3.1,614.17
,2024-03-22 04:00:00,2.0,,,19.02,71.53,12.64,18.5,,3.2,607.49
,2024-03-22 05:00:00,3.0,,,14.91,103.0,13.59,21.59,,3.26,560.76
,2024-03-22 06:00:00,3.0,,,10.88,137.33,14.07,26.54,,3.07,534.06
,2024-03-22 07:00:00,4.0,,,7.2,143.05,10.49,25.13,,2.09,453.95
,2024-03-22 08:00:00,4.0,,,6.43,143.05,8.82,24.23,,1.71,417.23
,2024-03-22 09:00:00,3.0,,,6.17,138.76,7.27,22.8,,1.84,397.21
,2024-03-22 10:00:00,3.0,,,6.85,134.47,6.2,21.52,,2.15,397.21
,2024-03-22 11:00:00,3.0,,,9.0,125.89,5.96,20.4,,2.47,413.89
,2024-03-22 12:00:00,3.0,,,12.0,111.58,5.96,19.15,,2.72,427.25
,2024-03-22 13:00:00,2.0,,,15.25,95.84,6.56,18.57,,3.2,453.95
,2024-03-22 14:00:00,2.0,,,17.99,82.97,8.23,19.06,,3.96,494.0
,2024-03-22 15:00:00,2.0,,,17.82,75.82,8.94,19.33,,4.5,494.0
,2024-03-22 16:00:00,2.0,,,14.22,75.1,7.87,19.05,,4.75,460.62
,2024-03-22 17:00:00,2.0,,,12.17,74.39,6.97,19.33,,4.88,433.92
,2024-03-22 18:00:00,2.0,,,10.71,75.1,6.2,19.67,,4.69,413.89
,2024-03-22 19:00:00,2.0,,,9.0,73.67,5.6,19.6,,4.69,387.19
,2024-03-22 20:00:00,2.0,,,7.28,67.23,5.13,19.73,,5.26,370.5
,2024-03-22 21:00:00,2.0,,,6.94,57.94,5.07,19.46,,4.81,367.16
,2024-03-22 22:00:00,2.0,,,7.37,47.21,5.42,18.89,,3.58,370.5
,2024-03-22 23:00:00,2.0,,,8.14,36.84,5.84,18.2,,2.82,377.18
,2024-03-23 00:00:00,2.0,,,9.85,27.54,6.26,17.41,,2.37,393.87
,2024-03-23 01:00:00,2.0,,,14.22,18.42,7.03,17.11,,2.37,440.6
,2024-03-23 02:00:00,2.0,,,21.25,9.75,9.18,18.39,,3.23,580.79
,2024-03-23 03:00:00,2.0,,,20.22,14.66,12.4,20.29,,3.99,720.98
,2024-03-23 04:00:00,2.0,,,16.28,51.5,13.71,22.02,,2.75,554.08
,2024-03-23 05:00:00,3.0,,,12.17,95.84,14.42,25.94,,2.6,487.33
,2024-03-23 06:00:00,4.0,,,7.88,141.62,13.83,31.33,,2.63,453.95
,2024-03-23 07:00:00,4.0,,,4.58,145.91,8.7,25.71,,1.95,367.16
,2024-03-23 08:00:00,3.0,,,3.98,134.47,6.14,23.41,,1.84,337.12
,2024-03-23 09:00:00,3.0,,,3.9,125.89,4.65,22.4,,2.01,327.11
,2024-03-23 10:00:00,3.0,,,4.37,120.16,4.05,22.24,,2.25,327.11
,2024-03-23 11:00:00,3.0,,,5.91,115.87,4.41,22.44,,2.37,340.46
,2024-03-23 12:00:00,3.0,,,8.05,108.72,5.01,22.52,,2.44,353.81
,2024-03-23 13:00:00,2.0,,,12.68,95.84,6.68,22.97,,3.01,403.88
,2024-03-23 14:00:00,2.0,,,14.05,87.26,7.63,22.97,,3.86,427.25
,2024-03-23 15:00:00,2.0,,,12.85,84.4,7.21,22.0,,4.5,423.91
,2024-03-23 16:00:00,2.0,,,10.2,83.68,6.02,20.12,,4.81,390.53
,2024-03-23 17:00:00,2.0,,,9.08,80.11,5.36,18.81,,5.0,373.84
,2024-03-23 18:00:00,2.0,,,8.4,78.68,4.95,18.17,,4.94,363.83
,2024-03-23 19:00:00,2.0,,,7.45,77.25,4.89,17.16,,4.94,347.14
,2024-03-23 20:00:00,2.0,,,6.68,70.1,5.13,15.59,,5.26,340.46
,2024-03-23 21:00:00,2.0,,,6.25,60.8,5.36,13.66,,5.19,337.12
,2024-03-23 22:00:00,2.0,,,6.51,53.64,5.78,12.65,,5.19,340.46
,2024-03-23 23:00:00,2.0,,,7.45,47.92,6.44,12.82,,5.45,353.81
,2024-03-24 00:00:00,2.0,,,9.94,42.92,7.75,13.87,,5.7,383.85
,2024-03-24 01:00:00,2.0,,,17.82,33.26,10.13,16.99,,6.14,480.65
,2024-03-24 02:00:00,2.0,,,33.59,17.52,14.54,23.87,,6.59,741.0
,2024-03-24 03:00:00,3.0,,,35.64,24.68,19.79,32.64,,6.33,961.3
,2024-03-24 04:00:00,3.0,,,16.28,82.25,20.98,34.58,,2.34,534.06
,2024-03-24 05:00:00,3.0,,,11.14,120.16,18.36,33.8,,1.87,473.98
,2024-03-24 06:00:00,4.0,,,7.88,155.93,17.17,36.56,,1.74,453.95
,2024-03-24 07:00:00,4.0,,,5.18,164.51,12.64,32.83,,1.66,397.21
,2024-03-24 08:00:00,4.0,,,4.33,153.06,8.7,27.5,,1.77,353.81
,2024-03-24 09:00:00,3.0,,,3.94,137.33,6.14,22.78,,1.82,327.11
,2024-03-24 10:00:00,3.0,,,4.5,128.75,5.3,21.04,,1.9,323.77
,2024-03-24 11:00:00,3.0,,,6.6,123.02,5.72,21.45,,2.06,347.14
,2024-03-24 12:00:00,3.0,,,9.6,113.01,5.9,22.15,,2.28,380.52
,2024-03-24 13:00:00,3.0,,,11.14,103.0,5.96,22.99,,2.72,397.21
,2024-03-24 14:00:00,2.0,,,10.2,98.71,5.96,23.18,,3.29,393.87
,2024-03-24 15:00:00,2.0,,,8.57,98.71,5.78,23.3,,3.42,373.84
,2024-03-24 16:00:00,3.0,,,7.2,101.57,5.84,24.82,,3.45,353.81
,2024-03-24 17:00:00,3.0,,,7.54,104.43,6.62,27.79,,3.74,360.49
,2024-03-24 18:00:00,3.0,,,7.63,103.0,6.5,28.54,,4.02,367.16
,2024-03-24 19:00:00,3.0,,,7.8,95.84,6.32,27.5,,4.5,370.5
,2024-03-24 20:00:00,3.0,,,8.14,86.55,6.85,26.96,,5.45,380.52
,2024-03-24 21:00:00,3.0,,,7.88,75.82,6.91,25.24,,6.33,383.85
,2024-03-24 22:00:00,2.0,,,9.17,62.94,6.97,23.88,,7.03,407.22
,2024-03-24 23:00:00,2.0,,,11.82,49.35,7.33,23.66,,7.47,453.95
,2024-03-25 00:00:00,2.0,,,17.14,37.55,8.11,23.82,,7.54,527.38
,2024-03-25 01:00:00,2.0,,,31.19,21.1,9.89,24.88,,8.23,714.3
,2024-03-25 02:00:00,3.0,,,48.67,5.54,13.71,28.38,,9.5,1161.58
,2024-03-25 03:00:00,3.0,,,50.04,16.81,17.4,30.29,,9.12,1468.66
,2024-03-25 04:00:00,2.0,,,25.7,70.81,16.45,22.97,,4.62,694.27
,2024-03-25 05:00:00,3.0,,,16.28,104.43,15.74,23.06,,4.24,540.73
,2024-03-25 06:00:00,4.0,,,10.02,141.62,13.83,25.12,,4.12,453.95
,2024-03-25 07:00:00,3.0,,,5.1,134.47,7.45,20.42,,2.53,350.48
,2024-03-25 08:00:00,3.0,,,4.5,127.32,5.84,19.07,,2.09,330.45
,2024-03-25 09:00:00,3.0,,,4.63,127.32,5.66,19.93,,2.12,330.45
,2024-03-25 10:00:00,3.0,,,5.4,125.89,5.78,21.66,,2.31,340.46
,2024-03-25 11:00:00,3.0,,,7.28,120.16,6.08,22.96,,2.47,357.15
,2024-03-25 12:00:00,3.0,,,9.6,108.72,6.14,23.38,,2.56,377.18
,2024-03-25 13:00:00,2.0,,,11.31,98.71,6.56,23.54,,2.85,390.53
,2024-03-25 14:00:00,2.0,,,12.68,90.12,7.57,24.12,,3.55,410.56
,2024-03-25 15:00:00,3.0,,,11.82,88.69,7.45,25.53,,4.02,413.89
,2024-03-25 16:00:00,3.0,,,10.02,89.41,6.85,26.88,,4.43,410.56
,2024-03-25 17:00:00,3.0,,,10.37,87.26,7.15,27.59,,5.07,423.91
,2024-03-25 18:00:00,3.0,,,10.54,82.97,6.97,26.25,,5.32,427.25
,2024-03-25 19:00:00,2.0,,,9.85,75.82,6.68,24.26,,5.45,410.56
,2024-03-25 20:00:00,2.0,,,8.65,68.66,6.68,22.92,,5.95,397.21
,2024-03-25 21:00:00,2.0,,,7.97,61.51,6.68,21.4,,6.27,390.53
,2024-03-25 22:00:00,2.0,,,9.6,50.78,6.44,21.17,,6.78,420.57
,2024-03-25 23:00:00,2.0,,,13.19,38.62,6.5,22.39,,6.97,480.65
,2024-03-26 00:00:00,2.0,,,20.22,26.82,7.21,23.98,,6.84,580.79
,2024-03-26 01:00:00,3.0,,,36.33,9.57,9.42,27.71,,8.11,867.84
,2024-03-26 02:00:00,3.0,,,48.67,1.83,13.59,34.55,,10.39,1508.71
,2024-03-26 03:00:00,3.0,,,51.41,12.34,18.12,37.17,,9.88,1762.39
,2024-03-26 04:00:00,3.0,,,22.96,78.68,25.99,33.67,,3.61,647.54
,2024-03-26 05:00:00,3.0,,,15.42,114.44,21.93,34.33,,3.07,527.38
,2024-03-26 06:00:00,4.0,,,10.71,148.77,18.12,36.45,,3.04,480.65
,2024-03-26 07:00:00,4.0,,,6.25,154.5,11.44,33.64,,2.63,400.54
,2024-03-26 08:00:00,3.0,,,5.1,138.76,7.39,28.98,,2.34,360.49
,2024-03-26 09:00:00,3.0,,,4.67,127.32,5.6,26.63,,2.31,343.8
,2024-03-26 10:00:00,3.0,,,5.14,121.59,5.19,27.1,,2.37,343.8
,2024-03-26 11:00:00,3.0,,,6.85,114.44,5.48,27.75,,2.41,357.15
,2024-03-26 12:00:00,3.0,,,9.08,107.29,5.66,27.88,,2.47,373.84
,2024-03-26 13:00:00,3.0,,,12.85,97.27,7.21,28.53,,2.98,413.89
,2024-03-26 14:00:00,3.0,,,13.71,90.84,7.99,29.62,,3.83,440.6
,2024-03-26 15:00:00,3.0,,,12.51,90.84,7.57,29.98,,4.31,427.25
,2024-03-26 16:00:00,3.0,,,10.54,90.12,6.91,28.9,,4.62,410.56
,2024-03-26 17:00:00,3.0,,,11.82,82.25,7.09,28.17,,5.57,433.92
,2024-03-26 18:00:00,3.0,,,12.85,77.96,7.03,27.69,,6.02,447.27
,2024-03-26 19:00:00,3.0,,,12.51,75.82,7.09,27.49,,6.14,447.27
,2024-03-26 20:00:00,3.0,,,10.97,75.1,7.51,28.03,,6.65,433.92
,2024-03-26 21:00:00,3.0,,,9.94,74.39,7.87,28.35,,7.03,427.25
,2024-03-26 22:00:00,3.0,,,9.77,71.53,7.87,28.21,,7.22,427.25
,2024-03-26 23:00:00,3.0,,,10.28,67.23,7.63,27.55,,7.35,433.92
,2024-03-27 00:00:00,3.0,,,12.85,60.8,7.75,26.91,,7.35,467.3
,2024-03-27 01:00:00,3.0,,,22.28,47.21,9.06,27.51,,7.47,587.46
,2024-03-27 02:00:00,3.0,,,43.18,24.32,13.47,31.34,,8.23,921.25
,2024-03-27 03:00:00,3.0,,,47.98,27.18,22.65,37.77,,8.23,1201.63
,2024-03-27 04:00:00,3.0,,,25.7,75.1,41.96,43.05,,4.18,714.3
,2024-03-27 05:00:00,3.0,,,18.34,110.15,40.53,44.0,,3.55,600.81
,2024-03-27 06:00:00,4.0,,,12.51,150.2,30.99,44.02,,3.29,534.06
,2024-03-27 07:00:00,4.0,,,6.17,145.91,13.35,32.0,,2.06,387.19
,2024-03-27 08:00:00,3.0,,,4.76,128.75,6.56,24.3,,1.65,327.11
,2024-03-27 09:00:00,3.0,,,4.41,120.16,4.77,22.57,,1.63,310.42
,2024-03-27 10:00:00,3.0,,,4.88,117.3,4.41,23.01,,1.74,313.76
,2024-03-27 11:00:00,3.0,,,6.68,113.01,4.65,22.57,,1.92,333.79
,2024-03-27 12:00:00,3.0,,,9.17,104.43,4.77,20.79,,2.06,350.48
,2024-03-27 13:00:00,2.0,,,13.71,91.55,6.14,19.86,,2.72,387.19
,2024-03-27 14:00:00,2.0,,,15.94,85.12,7.45,19.91,,3.86,417.23
,2024-03-27 15:00:00,2.0,,,14.91,84.4,7.87,20.44,,4.37,413.89
,2024-03-27 16:00:00,2.0,,,12.68,87.98,8.11,21.47,,4.56,393.87
,2024-03-27 17:00:00,3.0,,,12.85,90.84,9.3,25.37,,4.5,397.21
,2024-03-27 18:00:00,3.0,,,13.02,98.71,13.35,34.8,,3.64,403.88
,2024-03-27 19:00:00,3.0,,,12.68,98.71,20.5,45.19,,2.91,407.22
,2024-03-27 20:00:00,4.0,,,11.65,90.12,23.84,50.47,,3.13,403.88
,2024-03-27 21:00:00,4.0,,,11.31,74.39,23.37,50.8,,2.47,400.54
,2024-03-27 22:00:00,4.0,,,12.85,57.22,19.79,50.22,,1.79,420.57
,2024-03-27 23:00:00,4.0,,,15.59,41.48,16.21,51.54,,1.79,467.3
,2024-03-28 00:00:00,4.0,,,21.25,26.82,15.14,53.78,,2.01,540.73
,2024-03-28 01:00:00,4.0,,,32.9,9.57,16.45,57.25,,2.6,741.0
,2024-03-28 02:00:00,4.0,,,40.78,2.19,20.98,65.29,,3.51,1214.98
,2024-03-28 03:00:00,4.0,,,43.53,11.09,25.75,71.69,,4.88,1575.47
,2024-03-28 04:00:00,4.0,,,27.42,63.66,29.8,52.59,,1.85,767.71
,2024-03-28 05:00:00,4.0,,,18.85,111.58,28.61,54.42,,1.66,640.87
,2024-03-28 06:00:00,4.0,,,12.0,167.37,26.46,65.92,,1.5,574.11
,2024-03-28 07:00:00,4.0,,,5.48,143.05,11.8,36.5,,0.89,373.84
,2024-03-28 08:00:00,3.0,,,4.5,121.59,6.68,21.27,,0.83,310.42
,2024-03-28 09:00:00,3.0,,,4.41,114.44,5.36,16.99,,0.93,297.07
,2024-03-28 10:00:00,3.0,,,5.01,110.15,4.83,15.26,,1.11,300.41
,2024-03-28 11:00:00,3.0,,,6.51,105.86,4.83,14.31,,1.35,313.76
,2024-03-28 12:00:00,2.0,,,8.65,98.71,4.77,13.61,,1.57,330.45
,2024-03-28 13:00:00,2.0,,,15.25,87.26,6.74,14.5,,2.37,397.21
,2024-03-28 14:00:00,2.0,,,18.16,81.54,8.58,16.71,,3.58,440.6
,2024-03-28 15:00:00,2.0,,,17.14,80.82,9.42,19.14,,4.05,433.92
,2024-03-28 16:00:00,2.0,,,14.22,80.82,9.42,21.48,,4.12,407.22
,2024-03-28 17:00:00,2.0,,,13.71,79.39,9.78,23.54,,4.31,403.88
,2024-03-28 18:00:00,2.0,,,13.71,77.96,11.32,24.79,,4.12,403.88
,2024-03-28 19:00:00,3.0,,,12.68,77.25,14.78,25.67,,3.83,387.19
,2024-03-28 20:00:00,3.0,,,11.31,73.67,17.4,25.74,,4.18,373.84
,2024-03-28 21:00:00,3.0,,,10.97,65.8,19.79,25.55,,4.69,373.84
,2024-03-28 22:00:00,3.0,,,12.34,55.79,20.98,26.61,,5.57,393.87
,2024-03-28 23:00:00,3.0,,,14.05,47.21,19.31,28.26,,6.71,423.91
,2024-03-29 00:00:00,3.0,,,17.99,37.55,17.64,29.49,,7.66,480.65
,2024-03-29 01:00:00,3.0,,,30.5,21.1,18.36,31.56,,8.74,647.54
,2024-03-29 02:00:00,3.0,,,43.87,5.63,20.03,35.42,,10.26,1041.41
,2024-03-29 03:00:00,3.0,,,41.81,13.59,19.79,36.7,,10.77,1321.79
,2024-03-29 04:00:00,2.0,,,30.16,40.77,18.36,24.58,,6.4,720.98
,2024-03-29 05:00:00,2.0,,,28.45,51.5,21.7,23.85,,6.14,667.57
,2024-03-29 06:00:00,3.0,,,26.73,76.53,25.75,27.93,,6.27,667.57
,2024-03-29 07:00:00,3.0,,,12.68,105.86,15.02,26.27,,3.64,467.3
,2024-03-29 08:00:00,3.0,,,6.68,111.58,8.46,23.03,,2.15,363.83
,2024-03-29 09:00:00,3.0,,,5.1,110.15,6.44,20.8,,1.73,330.45
,2024-03-29 10:00:00,3.0,,,5.48,111.58,6.38,22.29,,1.61,330.45
,2024-03-29 11:00:00,3.0,,,7.45,110.15,6.97,24.17,,1.69,347.14
,2024-03-29 12:00:00,3.0,,,9.85,108.72,7.21,25.41,,1.93,370.5
,2024-03-29 13:00:00,3.0,,,13.71,104.43,8.23,25.95,,2.69,417.23
,2024-03-29 14:00:00,3.0,,,15.42,94.41,8.46,25.18,,3.64,447.27
,2024-03-29 15:00:00,2.0,,,14.39,85.12,8.11,23.89,,4.24,440.6
,2024-03-29 16:00:00,2.0,,,12.51,80.82,7.75,23.44,,4.75,420.57
,2024-03-29 17:00:00,2.0,,,12.85,81.54,9.06,24.84,,5.19,423.91
,2024-03-29 18:00:00,3.0,,,13.02,84.4,12.4,26.86,,4.94,420.57
